Date and Time,Geo,Day-Ahead Price in US Dollars
2021-02-17 13:00:00,HB_NORTH,8988.44
2021-02-17 14:00:00,HB_NORTH,8941.64
2021-02-17 15:00:00,HB_NORTH,8913.97
2021-02-17 16:00:00,HB_NORTH,8504.34
2021-02-17 17:00:00,HB_NORTH,8982.84
2021-02-17 18:00:00,HB_NORTH,8984.84
2021-02-17 19:00:00,HB_NORTH,8977.54
2021-02-17 20:00:00,HB_NORTH,8722.23
2021-02-17 21:00:00,HB_NORTH,7000.0
2021-02-17 22:00:00,HB_NORTH,8739.03
2021-02-16 23:00:00,HB_NORTH,7500.0
2021-02-16 00:00:00,HB_NORTH,7897.17
2021-02-16 01:00:00,HB_NORTH,7503.36
2021-02-16 02:00:00,HB_NORTH,7999.45
2021-02-16 03:00:00,HB_NORTH,7999.99
2021-02-16 04:00:00,HB_NORTH,8000.0
2021-02-16 05:00:00,HB_NORTH,8000.0
2021-02-16 06:00:00,HB_NORTH,7673.17
2021-02-16 07:00:00,HB_NORTH,7516.74
2021-02-16 08:00:00,HB_NORTH,7500.0
2021-02-16 09:00:00,HB_NORTH,7500.0
2021-02-16 10:00:00,HB_NORTH,7500.0
2021-02-16 11:00:00,HB_NORTH,7500.0
2021-02-16 12:00:00,HB_NORTH,6826.47
2021-02-16 13:00:00,HB_NORTH,6001.73
2021-02-16 14:00:00,HB_NORTH,5560.05
2021-02-16 15:00:00,HB_NORTH,5564.56
2021-02-16 16:00:00,HB_NORTH,4075.56
2021-02-16 17:00:00,HB_NORTH,6007.35
2021-02-16 18:00:00,HB_NORTH,6483.57
2021-02-16 19:00:00,HB_NORTH,6503.34
2021-02-16 20:00:00,HB_NORTH,6003.29
2021-02-16 21:00:00,HB_NORTH,6000.0
2021-02-16 22:00:00,HB_NORTH,7501.68
2021-02-15 23:00:00,HB_NORTH,7005.1
2021-02-15 00:00:00,HB_NORTH,3060.74
2021-02-15 01:00:00,HB_NORTH,3323.41
2021-02-15 02:00:00,HB_NORTH,3000.0
2021-02-15 03:00:00,HB_NORTH,4115.85
2021-02-15 04:00:00,HB_NORTH,4500.0
2021-02-15 05:00:00,HB_NORTH,7499.99
2021-02-15 06:00:00,HB_NORTH,7873.89
2021-02-15 07:00:00,HB_NORTH,7557.09
2021-02-15 08:00:00,HB_NORTH,7779.32
2021-02-15 09:00:00,HB_NORTH,7763.03
2021-02-15 10:00:00,HB_NORTH,7702.91
2021-02-15 11:00:00,HB_NORTH,7775.49
2021-02-15 12:00:00,HB_NORTH,7556.49
2021-02-15 13:00:00,HB_NORTH,7501.54
2021-02-15 14:00:00,HB_NORTH,7500.03
2021-02-15 15:00:00,HB_NORTH,6828.77
2021-02-15 16:00:00,HB_NORTH,6008.44
2021-02-15 17:00:00,HB_NORTH,7523.36
2021-02-15 18:00:00,HB_NORTH,7152.52
2021-02-15 19:00:00,HB_NORTH,7896.6
2021-02-15 20:00:00,HB_NORTH,7191.38
2021-02-15 21:00:00,HB_NORTH,7000.72
2021-02-15 22:00:00,HB_NORTH,7530.52
2021-02-14 23:00:00,HB_NORTH,2704.77
2021-02-14 00:00:00,HB_NORTH,2076.24
2021-02-14 01:00:00,HB_NORTH,2076.34
2021-02-14 02:00:00,HB_NORTH,2006.08
2021-02-14 03:00:00,HB_NORTH,2005.93
2021-02-14 04:00:00,HB_NORTH,2003.54
2021-02-14 05:00:00,HB_NORTH,2507.81
2021-02-14 06:00:00,HB_NORTH,5993.38
2021-02-14 07:00:00,HB_NORTH,5994.09
2021-02-14 08:00:00,HB_NORTH,6985.08
2021-02-14 09:00:00,HB_NORTH,5027.73
2021-02-14 10:00:00,HB_NORTH,5008.5
2021-02-14 11:00:00,HB_NORTH,4050.38
2021-02-14 12:00:00,HB_NORTH,3099.13
2021-02-14 13:00:00,HB_NORTH,3004.47
2021-02-14 14:00:00,HB_NORTH,3009.59
2021-02-14 15:00:00,HB_NORTH,3010.97
2021-02-14 16:00:00,HB_NORTH,3104.05
2021-02-14 17:00:00,HB_NORTH,5698.38
2021-02-14 18:00:00,HB_NORTH,6990.02
2021-02-14 19:00:00,HB_NORTH,6212.19
2021-02-14 20:00:00,HB_NORTH,5061.12
2021-02-14 21:00:00,HB_NORTH,3996.0
2021-02-14 22:00:00,HB_NORTH,2996.13
2021-02-13 23:00:00,HB_NORTH,809.16
2021-02-13 00:00:00,HB_NORTH,444.0
2021-02-13 01:00:00,HB_NORTH,464.99
2021-02-13 02:00:00,HB_NORTH,498.17
2021-02-13 03:00:00,HB_NORTH,498.27
2021-02-13 04:00:00,HB_NORTH,500.0
2021-02-13 05:00:00,HB_NORTH,631.63
2021-02-13 06:00:00,HB_NORTH,994.14
2021-02-13 07:00:00,HB_NORTH,2045.19
2021-02-13 08:00:00,HB_NORTH,2013.98
2021-02-13 09:00:00,HB_NORTH,2061.96
2021-02-13 10:00:00,HB_NORTH,1457.75
2021-02-13 11:00:00,HB_NORTH,1248.34
2021-02-13 12:00:00,HB_NORTH,1205.5
2021-02-13 13:00:00,HB_NORTH,1118.64
2021-02-13 14:00:00,HB_NORTH,1110.27
2021-02-13 15:00:00,HB_NORTH,1094.21
2021-02-13 16:00:00,HB_NORTH,1212.85
2021-02-13 17:00:00,HB_NORTH,1572.99
2021-02-13 18:00:00,HB_NORTH,2047.46
2021-02-13 19:00:00,HB_NORTH,2045.97
2021-02-13 20:00:00,HB_NORTH,1594.03
2021-02-13 21:00:00,HB_NORTH,1010.7
2021-02-13 22:00:00,HB_NORTH,913.07
2021-02-12 23:00:00,HB_NORTH,91.38
2021-02-12 00:00:00,HB_NORTH,83.16
2021-02-12 01:00:00,HB_NORTH,81.0
2021-02-12 02:00:00,HB_NORTH,81.26
2021-02-12 03:00:00,HB_NORTH,85.0
2021-02-12 04:00:00,HB_NORTH,84.52
2021-02-12 05:00:00,HB_NORTH,101.06
2021-02-12 06:00:00,HB_NORTH,211.28
2021-02-12 07:00:00,HB_NORTH,282.04
2021-02-12 08:00:00,HB_NORTH,249.49
2021-02-12 09:00:00,HB_NORTH,268.43
2021-02-12 10:00:00,HB_NORTH,197.21
2021-02-12 11:00:00,HB_NORTH,152.28
2021-02-12 12:00:00,HB_NORTH,118.8
2021-02-12 13:00:00,HB_NORTH,112.35
2021-02-12 14:00:00,HB_NORTH,106.1
2021-02-12 15:00:00,HB_NORTH,104.25
2021-02-12 16:00:00,HB_NORTH,120.44
2021-02-12 17:00:00,HB_NORTH,157.42
2021-02-12 18:00:00,HB_NORTH,270.0
2021-02-12 19:00:00,HB_NORTH,170.85
2021-02-12 20:00:00,HB_NORTH,147.81
2021-02-12 21:00:00,HB_NORTH,126.86
2021-02-12 22:00:00,HB_NORTH,97.98
2021-02-11 23:00:00,HB_NORTH,40.4
2021-02-11 00:00:00,HB_NORTH,39.12
2021-02-11 01:00:00,HB_NORTH,37.99
2021-02-11 02:00:00,HB_NORTH,36.89
2021-02-11 03:00:00,HB_NORTH,37.2
2021-02-11 04:00:00,HB_NORTH,36.15
2021-02-11 05:00:00,HB_NORTH,44.84
2021-02-11 06:00:00,HB_NORTH,70.01
2021-02-11 07:00:00,HB_NORTH,73.12
2021-02-11 08:00:00,HB_NORTH,70.49
2021-02-11 09:00:00,HB_NORTH,71.53
2021-02-11 10:00:00,HB_NORTH,66.57
2021-02-11 11:00:00,HB_NORTH,55.76
2021-02-11 12:00:00,HB_NORTH,49.86
2021-02-11 13:00:00,HB_NORTH,47.25
2021-02-11 14:00:00,HB_NORTH,44.5
2021-02-11 15:00:00,HB_NORTH,42.61
2021-02-11 16:00:00,HB_NORTH,50.27
2021-02-11 17:00:00,HB_NORTH,63.7
2021-02-11 18:00:00,HB_NORTH,92.37
2021-02-11 19:00:00,HB_NORTH,63.69
2021-02-11 20:00:00,HB_NORTH,56.5
2021-02-11 21:00:00,HB_NORTH,50.76
2021-02-11 22:00:00,HB_NORTH,40.22
2021-02-10 23:00:00,HB_NORTH,26.22
2021-02-10 00:00:00,HB_NORTH,27.18
2021-02-10 01:00:00,HB_NORTH,26.94
2021-02-10 02:00:00,HB_NORTH,26.05
2021-02-10 03:00:00,HB_NORTH,27.94
2021-02-10 04:00:00,HB_NORTH,23.29
2021-02-10 05:00:00,HB_NORTH,27.58
2021-02-10 06:00:00,HB_NORTH,51.09
2021-02-10 07:00:00,HB_NORTH,51.61
2021-02-10 08:00:00,HB_NORTH,49.32
2021-02-10 09:00:00,HB_NORTH,43.95
2021-02-10 10:00:00,HB_NORTH,38.86
2021-02-10 11:00:00,HB_NORTH,32.66
2021-02-10 12:00:00,HB_NORTH,32.16
2021-02-10 13:00:00,HB_NORTH,28.99
2021-02-10 14:00:00,HB_NORTH,28.3
2021-02-10 15:00:00,HB_NORTH,28.47
2021-02-10 16:00:00,HB_NORTH,31.66
2021-02-10 17:00:00,HB_NORTH,40.15
2021-02-10 18:00:00,HB_NORTH,43.88
2021-02-10 19:00:00,HB_NORTH,37.89
2021-02-10 20:00:00,HB_NORTH,33.56
2021-02-10 21:00:00,HB_NORTH,30.31
2021-02-10 22:00:00,HB_NORTH,26.69
2021-02-09 23:00:00,HB_NORTH,21.41
2021-02-09 00:00:00,HB_NORTH,19.27
2021-02-09 01:00:00,HB_NORTH,18.9
2021-02-09 02:00:00,HB_NORTH,19.27
2021-02-09 03:00:00,HB_NORTH,19.69
2021-02-09 04:00:00,HB_NORTH,19.71
2021-02-09 05:00:00,HB_NORTH,22.93
2021-02-09 06:00:00,HB_NORTH,35.55
2021-02-09 07:00:00,HB_NORTH,42.1
2021-02-09 08:00:00,HB_NORTH,34.76
2021-02-09 09:00:00,HB_NORTH,34.55
2021-02-09 10:00:00,HB_NORTH,35.55
2021-02-09 11:00:00,HB_NORTH,30.95
2021-02-09 12:00:00,HB_NORTH,26.91
2021-02-09 13:00:00,HB_NORTH,24.77
2021-02-09 14:00:00,HB_NORTH,23.34
2021-02-09 15:00:00,HB_NORTH,22.23
2021-02-09 16:00:00,HB_NORTH,23.92
2021-02-09 17:00:00,HB_NORTH,33.24
2021-02-09 18:00:00,HB_NORTH,30.62
2021-02-09 19:00:00,HB_NORTH,26.14
2021-02-09 20:00:00,HB_NORTH,25.52
2021-02-09 21:00:00,HB_NORTH,24.68
2021-02-09 22:00:00,HB_NORTH,22.85
2021-02-08 23:00:00,HB_NORTH,20.74
2021-02-08 00:00:00,HB_NORTH,6.11
2021-02-08 01:00:00,HB_NORTH,6.58
2021-02-08 02:00:00,HB_NORTH,9.41
2021-02-08 03:00:00,HB_NORTH,12.17
2021-02-08 04:00:00,HB_NORTH,15.96
2021-02-08 05:00:00,HB_NORTH,20.48
2021-02-08 06:00:00,HB_NORTH,24.95
2021-02-08 07:00:00,HB_NORTH,27.98
2021-02-08 08:00:00,HB_NORTH,30.39
2021-02-08 09:00:00,HB_NORTH,24.83
2021-02-08 10:00:00,HB_NORTH,24.72
2021-02-08 11:00:00,HB_NORTH,23.12
2021-02-08 12:00:00,HB_NORTH,24.11
2021-02-08 13:00:00,HB_NORTH,24.85
2021-02-08 14:00:00,HB_NORTH,23.77
2021-02-08 15:00:00,HB_NORTH,22.93
2021-02-08 16:00:00,HB_NORTH,26.06
2021-02-08 17:00:00,HB_NORTH,42.2
2021-02-08 18:00:00,HB_NORTH,60.86
2021-02-08 19:00:00,HB_NORTH,29.51
2021-02-08 20:00:00,HB_NORTH,25.32
2021-02-08 21:00:00,HB_NORTH,25.17
2021-02-08 22:00:00,HB_NORTH,21.27
2021-02-07 23:00:00,HB_NORTH,12.29
2021-02-07 00:00:00,HB_NORTH,23.75
2021-02-07 01:00:00,HB_NORTH,20.21
2021-02-07 02:00:00,HB_NORTH,18.76
2021-02-07 03:00:00,HB_NORTH,18.98
2021-02-07 04:00:00,HB_NORTH,19.25
2021-02-07 05:00:00,HB_NORTH,22.15
2021-02-07 06:00:00,HB_NORTH,23.39
2021-02-07 07:00:00,HB_NORTH,25.47
2021-02-07 08:00:00,HB_NORTH,26.47
2021-02-07 09:00:00,HB_NORTH,25.07
2021-02-07 10:00:00,HB_NORTH,19.51
2021-02-07 11:00:00,HB_NORTH,17.78
2021-02-07 12:00:00,HB_NORTH,17.65
2021-02-07 13:00:00,HB_NORTH,17.83
2021-02-07 14:00:00,HB_NORTH,17.0
2021-02-07 15:00:00,HB_NORTH,16.74
2021-02-07 16:00:00,HB_NORTH,18.68
2021-02-07 17:00:00,HB_NORTH,32.06
2021-02-07 18:00:00,HB_NORTH,27.47
2021-02-07 19:00:00,HB_NORTH,19.75
2021-02-07 20:00:00,HB_NORTH,20.02
2021-02-07 21:00:00,HB_NORTH,18.68
2021-02-07 22:00:00,HB_NORTH,15.76
2021-02-22 23:00:00,HB_SOUTH,12.31
2021-02-22 00:00:00,HB_SOUTH,22.21
2021-02-22 01:00:00,HB_SOUTH,22.19
2021-02-22 02:00:00,HB_SOUTH,21.62
2021-02-22 03:00:00,HB_SOUTH,22.15
2021-02-22 04:00:00,HB_SOUTH,22.34
2021-02-22 05:00:00,HB_SOUTH,24.85
2021-02-22 06:00:00,HB_SOUTH,45.63
2021-02-22 07:00:00,HB_SOUTH,42.45
2021-02-22 08:00:00,HB_SOUTH,32.18
2021-02-22 09:00:00,HB_SOUTH,29.96
2021-02-22 10:00:00,HB_SOUTH,26.68
2021-02-22 11:00:00,HB_SOUTH,24.79
2021-02-22 12:00:00,HB_SOUTH,23.43
2021-02-22 13:00:00,HB_SOUTH,22.37
2021-02-22 14:00:00,HB_SOUTH,22.2
2021-02-22 15:00:00,HB_SOUTH,21.43
2021-02-22 16:00:00,HB_SOUTH,23.36
2021-02-22 17:00:00,HB_SOUTH,31.08
2021-02-22 18:00:00,HB_SOUTH,37.99
2021-02-22 19:00:00,HB_SOUTH,35.81
2021-02-22 20:00:00,HB_SOUTH,30.55
2021-02-22 21:00:00,HB_SOUTH,25.31
2021-02-22 22:00:00,HB_SOUTH,22.72
2021-02-21 23:00:00,HB_SOUTH,24.66
2021-02-21 00:00:00,HB_SOUTH,15.8
2021-02-21 01:00:00,HB_SOUTH,14.29
2021-02-21 02:00:00,HB_SOUTH,13.35
2021-02-21 03:00:00,HB_SOUTH,13.4
2021-02-21 04:00:00,HB_SOUTH,14.18
2021-02-21 05:00:00,HB_SOUTH,16.0
2021-02-21 06:00:00,HB_SOUTH,13.69
2021-02-21 07:00:00,HB_SOUTH,18.95
2021-02-21 08:00:00,HB_SOUTH,20.82
2021-02-21 09:00:00,HB_SOUTH,22.76
2021-02-21 10:00:00,HB_SOUTH,21.66
2021-02-21 11:00:00,HB_SOUTH,20.86
2021-02-21 12:00:00,HB_SOUTH,19.08
2021-02-21 13:00:00,HB_SOUTH,14.07
2021-02-21 14:00:00,HB_SOUTH,14.35
2021-02-21 15:00:00,HB_SOUTH,15.38
2021-02-21 16:00:00,HB_SOUTH,16.41
2021-02-21 17:00:00,HB_SOUTH,24.66
2021-02-21 18:00:00,HB_SOUTH,34.43
2021-02-21 19:00:00,HB_SOUTH,29.47
2021-02-21 20:00:00,HB_SOUTH,25.67
2021-02-21 21:00:00,HB_SOUTH,24.82
2021-02-21 22:00:00,HB_SOUTH,27.6
2021-02-20 23:00:00,HB_SOUTH,37.48
2021-02-20 00:00:00,HB_SOUTH,152.72
2021-02-20 01:00:00,HB_SOUTH,144.34
2021-02-20 02:00:00,HB_SOUTH,142.82
2021-02-20 03:00:00,HB_SOUTH,141.94
2021-02-20 04:00:00,HB_SOUTH,199.15
2021-02-20 05:00:00,HB_SOUTH,287.96
2021-02-20 06:00:00,HB_SOUTH,142.05
2021-02-20 07:00:00,HB_SOUTH,188.93
2021-02-20 08:00:00,HB_SOUTH,144.68
2021-02-20 09:00:00,HB_SOUTH,85.59
2021-02-20 10:00:00,HB_SOUTH,55.03
2021-02-20 11:00:00,HB_SOUTH,42.87
2021-02-20 12:00:00,HB_SOUTH,33.3
2021-02-20 13:00:00,HB_SOUTH,4.99
2021-02-20 14:00:00,HB_SOUTH,1.34
2021-02-20 15:00:00,HB_SOUTH,0.81
2021-02-20 16:00:00,HB_SOUTH,0.32
2021-02-20 17:00:00,HB_SOUTH,10.61
2021-02-20 18:00:00,HB_SOUTH,16.3
2021-02-20 19:00:00,HB_SOUTH,16.27
2021-02-20 20:00:00,HB_SOUTH,13.74
2021-02-20 21:00:00,HB_SOUTH,11.99
2021-02-20 22:00:00,HB_SOUTH,41.43
2021-02-19 23:00:00,HB_SOUTH,2377.55
2021-02-19 00:00:00,HB_SOUTH,8465.78
2021-02-19 01:00:00,HB_SOUTH,8472.35
2021-02-19 02:00:00,HB_SOUTH,8462.92
2021-02-19 03:00:00,HB_SOUTH,8473.81
2021-02-19 04:00:00,HB_SOUTH,8475.62
2021-02-19 05:00:00,HB_SOUTH,8480.04
2021-02-19 06:00:00,HB_SOUTH,8666.45
2021-02-19 07:00:00,HB_SOUTH,8714.29
2021-02-19 08:00:00,HB_SOUTH,8664.77
2021-02-19 09:00:00,HB_SOUTH,8463.05
2021-02-19 10:00:00,HB_SOUTH,8463.17
2021-02-19 11:00:00,HB_SOUTH,5971.71
2021-02-19 12:00:00,HB_SOUTH,3607.86
2021-02-19 13:00:00,HB_SOUTH,1500.0
2021-02-19 14:00:00,HB_SOUTH,1060.82
2021-02-19 15:00:00,HB_SOUTH,983.82
2021-02-19 16:00:00,HB_SOUTH,867.25
2021-02-19 17:00:00,HB_SOUTH,1500.01
2021-02-19 18:00:00,HB_SOUTH,2500.01
2021-02-19 19:00:00,HB_SOUTH,3449.35
2021-02-19 20:00:00,HB_SOUTH,3229.43
2021-02-19 21:00:00,HB_SOUTH,2500.01
2021-02-19 22:00:00,HB_SOUTH,2975.6
2021-02-18 23:00:00,HB_SOUTH,7913.12
2021-02-18 00:00:00,HB_SOUTH,7500.0
2021-02-18 01:00:00,HB_SOUTH,7500.0
2021-02-18 02:00:00,HB_SOUTH,7500.01
2021-02-18 03:00:00,HB_SOUTH,7500.0
2021-02-18 04:00:00,HB_SOUTH,7800.78
2021-02-18 05:00:00,HB_SOUTH,7986.28
2021-02-18 06:00:00,HB_SOUTH,7985.04
2021-02-18 07:00:00,HB_SOUTH,8471.02
2021-02-18 08:00:00,HB_SOUTH,8478.06
2021-02-18 09:00:00,HB_SOUTH,8514.03
2021-02-18 10:00:00,HB_SOUTH,8501.18
2021-02-18 11:00:00,HB_SOUTH,8740.19
2021-02-18 12:00:00,HB_SOUTH,8518.45
2021-02-18 13:00:00,HB_SOUTH,8530.28
2021-02-18 14:00:00,HB_SOUTH,8053.92
2021-02-18 15:00:00,HB_SOUTH,8012.39
2021-02-18 16:00:00,HB_SOUTH,7438.25
2021-02-18 17:00:00,HB_SOUTH,7977.86
2021-02-18 18:00:00,HB_SOUTH,8678.65
2021-02-18 19:00:00,HB_SOUTH,8493.45
2021-02-18 20:00:00,HB_SOUTH,7897.32
2021-02-18 21:00:00,HB_SOUTH,7875.0
2021-02-18 22:00:00,HB_SOUTH,7899.55
2021-02-17 23:00:00,HB_SOUTH,8458.49
2021-02-17 00:00:00,HB_SOUTH,8987.66
2021-02-17 01:00:00,HB_SOUTH,8984.61
2021-02-17 02:00:00,HB_SOUTH,8984.41
2021-02-17 03:00:00,HB_SOUTH,8983.79
2021-02-17 04:00:00,HB_SOUTH,8981.82
2021-02-17 05:00:00,HB_SOUTH,8984.37
2021-02-17 06:00:00,HB_SOUTH,8928.52
2021-02-17 07:00:00,HB_SOUTH,8971.67
2021-02-17 08:00:00,HB_SOUTH,8973.52
2021-02-17 09:00:00,HB_SOUTH,8971.14
2021-02-17 10:00:00,HB_SOUTH,8885.49
2021-02-17 11:00:00,HB_SOUTH,8973.84
2021-02-17 12:00:00,HB_SOUTH,8967.45
2021-02-17 13:00:00,HB_SOUTH,8963.79
2021-02-17 14:00:00,HB_SOUTH,8920.0
2021-02-17 15:00:00,HB_SOUTH,8889.0
2021-02-17 16:00:00,HB_SOUTH,8489.86
2021-02-17 17:00:00,HB_SOUTH,8938.25
2021-02-17 18:00:00,HB_SOUTH,8924.84
2021-02-17 19:00:00,HB_SOUTH,8877.54
2021-02-17 20:00:00,HB_SOUTH,8622.23
2021-02-17 21:00:00,HB_SOUTH,6910.28
2021-02-17 22:00:00,HB_SOUTH,8712.93
2021-02-16 23:00:00,HB_SOUTH,7493.83
2021-02-16 00:00:00,HB_SOUTH,7884.19
2021-02-16 01:00:00,HB_SOUTH,7490.08
2021-02-16 02:00:00,HB_SOUTH,7984.9
2021-02-16 03:00:00,HB_SOUTH,7986.43
2021-02-16 04:00:00,HB_SOUTH,7986.97
2021-02-16 05:00:00,HB_SOUTH,7986.57
2021-02-16 06:00:00,HB_SOUTH,7660.7
2021-02-16 07:00:00,HB_SOUTH,7500.01
2021-02-16 08:00:00,HB_SOUTH,7481.6
2021-02-16 09:00:00,HB_SOUTH,7478.75
2021-02-16 10:00:00,HB_SOUTH,7485.19
2021-02-16 11:00:00,HB_SOUTH,7489.38
2021-02-16 12:00:00,HB_SOUTH,6820.0
2021-02-16 13:00:00,HB_SOUTH,5995.37
2021-02-16 14:00:00,HB_SOUTH,5555.0
2021-02-16 15:00:00,HB_SOUTH,5555.0
2021-02-16 16:00:00,HB_SOUTH,4065.92
2021-02-16 17:00:00,HB_SOUTH,5987.65
2021-02-16 18:00:00,HB_SOUTH,6462.78
2021-02-16 19:00:00,HB_SOUTH,6490.0
2021-02-16 20:00:00,HB_SOUTH,5992.54
2021-02-16 21:00:00,HB_SOUTH,5991.32
2021-02-16 22:00:00,HB_SOUTH,7494.73
2021-02-15 23:00:00,HB_SOUTH,7009.71
2021-02-15 00:00:00,HB_SOUTH,3065.0
2021-02-15 01:00:00,HB_SOUTH,3325.42
2021-02-15 02:00:00,HB_SOUTH,3004.92
2021-02-15 03:00:00,HB_SOUTH,4120.01
2021-02-15 04:00:00,HB_SOUTH,4497.5
2021-02-15 05:00:00,HB_SOUTH,7483.96
2021-02-15 06:00:00,HB_SOUTH,7850.4
2021-02-15 07:00:00,HB_SOUTH,7533.97
2021-02-15 08:00:00,HB_SOUTH,7757.29
2021-02-15 09:00:00,HB_SOUTH,7744.65
2021-02-15 10:00:00,HB_SOUTH,7691.62
2021-02-15 11:00:00,HB_SOUTH,7765.32
2021-02-15 12:00:00,HB_SOUTH,7548.48
2021-02-15 13:00:00,HB_SOUTH,7493.48
2021-02-15 14:00:00,HB_SOUTH,7491.48
2021-02-15 15:00:00,HB_SOUTH,6820.01
2021-02-15 16:00:00,HB_SOUTH,6000.0
2021-02-15 17:00:00,HB_SOUTH,7507.71
2021-02-15 18:00:00,HB_SOUTH,7136.04
2021-02-15 19:00:00,HB_SOUTH,7880.97
2021-02-15 20:00:00,HB_SOUTH,7182.14
2021-02-15 21:00:00,HB_SOUTH,6998.9
2021-02-15 22:00:00,HB_SOUTH,7534.22
2021-02-14 23:00:00,HB_SOUTH,2680.33
2021-02-14 00:00:00,HB_SOUTH,2069.97
2021-02-14 01:00:00,HB_SOUTH,2069.96
2021-02-14 02:00:00,HB_SOUTH,2000.0
2021-02-14 03:00:00,HB_SOUTH,2000.01
2021-02-14 04:00:00,HB_SOUTH,1995.57
2021-02-14 05:00:00,HB_SOUTH,2488.58
2021-02-14 06:00:00,HB_SOUTH,5951.45
2021-02-14 07:00:00,HB_SOUTH,5959.43
2021-02-14 08:00:00,HB_SOUTH,6947.94
2021-02-14 09:00:00,HB_SOUTH,5000.0
2021-02-14 10:00:00,HB_SOUTH,4981.81
2021-02-14 11:00:00,HB_SOUTH,4026.38
2021-02-14 12:00:00,HB_SOUTH,3075.09
2021-02-14 13:00:00,HB_SOUTH,2980.23
2021-02-14 14:00:00,HB_SOUTH,2986.99
2021-02-14 15:00:00,HB_SOUTH,2982.52
2021-02-14 16:00:00,HB_SOUTH,3064.65
2021-02-14 17:00:00,HB_SOUTH,5624.21
2021-02-14 18:00:00,HB_SOUTH,6902.91
2021-02-14 19:00:00,HB_SOUTH,6144.07
2021-02-14 20:00:00,HB_SOUTH,5000.01
2021-02-14 21:00:00,HB_SOUTH,3959.84
2021-02-14 22:00:00,HB_SOUTH,2972.39
2021-02-13 23:00:00,HB_SOUTH,804.54
2021-02-13 00:00:00,HB_SOUTH,438.71
2021-02-13 01:00:00,HB_SOUTH,458.48
2021-02-13 02:00:00,HB_SOUTH,492.27
2021-02-13 03:00:00,HB_SOUTH,493.31
2021-02-13 04:00:00,HB_SOUTH,495.63
2021-02-13 05:00:00,HB_SOUTH,621.66
2021-02-13 06:00:00,HB_SOUTH,973.24
2021-02-13 07:00:00,HB_SOUTH,2019.65
2021-02-13 08:00:00,HB_SOUTH,1989.87
2021-02-13 09:00:00,HB_SOUTH,2036.63
2021-02-13 10:00:00,HB_SOUTH,1439.04
2021-02-13 11:00:00,HB_SOUTH,1233.6
2021-02-13 12:00:00,HB_SOUTH,1191.51
2021-02-13 13:00:00,HB_SOUTH,1105.21
2021-02-13 14:00:00,HB_SOUTH,1095.89
2021-02-13 15:00:00,HB_SOUTH,1079.86
2021-02-13 16:00:00,HB_SOUTH,1197.48
2021-02-13 17:00:00,HB_SOUTH,1550.39
2021-02-13 18:00:00,HB_SOUTH,2025.24
2021-02-13 19:00:00,HB_SOUTH,2024.11
2021-02-13 20:00:00,HB_SOUTH,1580.37
2021-02-13 21:00:00,HB_SOUTH,1000.0
2021-02-13 22:00:00,HB_SOUTH,906.65
2021-02-12 23:00:00,HB_SOUTH,86.85
2021-02-12 00:00:00,HB_SOUTH,72.12
2021-02-12 01:00:00,HB_SOUTH,70.1
2021-02-12 02:00:00,HB_SOUTH,70.46
2021-02-12 03:00:00,HB_SOUTH,73.84
2021-02-12 04:00:00,HB_SOUTH,74.96
2021-02-12 05:00:00,HB_SOUTH,90.6
2021-02-12 06:00:00,HB_SOUTH,189.1
2021-02-12 07:00:00,HB_SOUTH,256.19
2021-02-12 08:00:00,HB_SOUTH,224.26
2021-02-12 09:00:00,HB_SOUTH,243.92
2021-02-12 10:00:00,HB_SOUTH,178.06
2021-02-12 11:00:00,HB_SOUTH,137.75
2021-02-12 12:00:00,HB_SOUTH,109.65
2021-02-12 13:00:00,HB_SOUTH,105.32
2021-02-12 14:00:00,HB_SOUTH,100.06
2021-02-12 15:00:00,HB_SOUTH,98.27
2021-02-12 16:00:00,HB_SOUTH,113.51
2021-02-12 17:00:00,HB_SOUTH,149.02
2021-02-12 18:00:00,HB_SOUTH,258.02
2021-02-12 19:00:00,HB_SOUTH,161.53
2021-02-12 20:00:00,HB_SOUTH,137.04
2021-02-12 21:00:00,HB_SOUTH,117.02
2021-02-12 22:00:00,HB_SOUTH,92.73
2021-02-11 23:00:00,HB_SOUTH,32.46
2021-02-11 00:00:00,HB_SOUTH,27.57
2021-02-11 01:00:00,HB_SOUTH,26.52
2021-02-11 02:00:00,HB_SOUTH,26.27
2021-02-11 03:00:00,HB_SOUTH,27.0
2021-02-11 04:00:00,HB_SOUTH,26.19
2021-02-11 05:00:00,HB_SOUTH,36.33
2021-02-11 06:00:00,HB_SOUTH,60.81
2021-02-11 07:00:00,HB_SOUTH,62.86
2021-02-11 08:00:00,HB_SOUTH,60.01
2021-02-11 09:00:00,HB_SOUTH,62.61
2021-02-11 10:00:00,HB_SOUTH,57.45
2021-02-11 11:00:00,HB_SOUTH,50.05
2021-02-11 12:00:00,HB_SOUTH,44.67
2021-02-11 13:00:00,HB_SOUTH,41.73
2021-02-11 14:00:00,HB_SOUTH,39.08
2021-02-11 15:00:00,HB_SOUTH,37.52
2021-02-11 16:00:00,HB_SOUTH,43.43
2021-02-11 17:00:00,HB_SOUTH,55.23
2021-02-11 18:00:00,HB_SOUTH,80.09
2021-02-11 19:00:00,HB_SOUTH,55.46
2021-02-11 20:00:00,HB_SOUTH,47.82
2021-02-11 21:00:00,HB_SOUTH,42.49
